customer_id,order_number,delivery_date,delivery_week,final_payment_status,time_to_pay,payment_method,custom_meal_selection,state,channel,engagement_score,num_prior_orders_failed,num_prior_orders_unpaid,avg_recipe_rating
7470,16493,20200219,2020-W08,Paid,18,X,Yes,B,A2,2,0,0,
7474,17156,20200217,2020-W08,Paid,22,Z,Yes,D,D,64,39,1,
7478,8705,20200215,2020-W08,Paid,1,Z,No,D,F2,3,0,0,3.50
7482,20962,20200215,2020-W08,Paid,439,Z,Yes,E,F2,29,17,2,
7488,805,20200216,2020-W08,Paid,15,W,Yes,G,F2,11,0,0,
7494,18296,20200217,2020-W08,Paid,109,X,No,D,O,12,0,0,
7497,13915,20200215,2020-W08,Paid,3,W,Yes,G,F1,2,0,0,
7498,18708,20200215,2020-W08,Unpaid,,W,Yes,G,F2,4,3,0,
7499,9803,20200215,2020-W08,Paid,50,Z,Yes,D,F2,28,15,0,
7502,14576,20200218,2020-W08,Paid,195,X,Yes,F,F1,16,0,0,
7509,16326,20200217,2020-W08,Paid,22,Z,Yes,B,F2,12,12,0,3.50
7512,8188,20200217,2020-W08,Paid,5,Z,Yes,G,F2,59,12,0,
7519,20097,20200218,2020-W08,Paid,5,Z,Yes,D,F1,22,4,0,
7520,21698,20200218,2020-W08,Paid,1,W,Yes,G,F2,3,0,0,
7521,18141,20200215,2020-W08,Unpaid,,Z,No,E,F1,1,0,0,
7524,22004,20200218,2020-W08,Paid,426,Z,Yes,D,I,1,0,0,
7527,8785,20200217,2020-W08,Unpaid,,Z,No,F,F2,1,0,0,
7532,15477,20200217,2020-W08,Paid,1,Z,Yes,D,H,9,1,0,4.00
7535,16762,20200216,2020-W08,Paid,2,V,Yes,G,F2,1,0,0,
7536,18742,20200217,2020-W08,Paid,15,Z,Yes,D,S,53,29,0,
7537,16259,20200217,2020-W08,Paid,477,W,Yes,F,O,6,0,0,
7538,20541,20200215,2020-W08,Paid,5,Z,No,B,A2,15,4,0,
7539,18364,20200219,2020-W08,Paid,125,W,Yes,B,S,38,36,2,3.89
7542,24519,20200217,2020-W08,Paid,5,Z,Yes,A,F2,52,43,0,
7544,4522,20200215,2020-W08,Paid,1,Z,No,D,F2,2,1,1,
7549,18518,20200216,2020-W08,Paid,5,W,No,G,F1,59,24,0,
7552,2263,20200215,2020-W08,Paid,11,Z,Yes,E,O,39,3,0,
7554,4420,20200218,2020-W08,Paid,617,W,No,B,O,14,3,0,
7558,1687,20200217,2020-W08,Paid,168,X,No,E,H,20,0,0,
7560,21204,20200215,2020-W08,Paid,5,Z,Yes,G,E,7,0,0,
7561,18692,20200215,2020-W08,Paid,3,W,Yes,G,F1,3,1,0,
7563,10169,20200218,2020-W08,Paid,8,Z,Yes,B,O,2,1,0,
7564,21229,20200215,2020-W08,Paid,1,Z,No,A,S,31,14,0,3.00
7565,8907,20200217,2020-W08,Paid,5,Z,No,F,F2,68,3,0,
7566,23039,20200216,2020-W08,Paid,5,W,Yes,D,A1,40,6,0,
7567,5193,20200215,2020-W08,Refunded,1,W,Yes,G,F2,5,0,0,
7573,8843,20200216,2020-W08,Paid,2,Z,Yes,F,F2,61,0,0,3.33
7584,23311,20200217,2020-W08,Paid,5,W,No,G,A2,4,3,2,
7585,21812,20200215,2020-W08,Paid,12,X,No,D,P,6,1,0,3.67
7587,13737,20200215,2020-W08,Unpaid,,W,No,G,F2,1,0,0,3.75
7593,15651,20200218,2020-W08,Paid,5,W,No,G,D,31,15,0,
7600,18166,20200218,2020-W08,Paid,1,Z,Yes,G,E,3,0,0,
7601,24558,20200215,2020-W08,Paid,20,Z,Yes,G,E,15,6,0,
7602,12852,20200215,2020-W08,Paid,120,Z,No,F,F2,2,0,0,
7603,21134,20200215,2020-W08,Paid,121,Z,No,G,F2,1,0,0,
7604,15498,20200216,2020-W08,Paid,8,X,Yes,F,F1,37,2,0,
7605,20253,20200215,2020-W08,Paid,70,Z,No,B,P,5,0,0,
7606,12799,20200219,2020-W08,Paid,5,Z,Yes,D,A1,19,3,0,4.00
7613,3928,20200215,2020-W08,Paid,5,Z,Yes,G,S,3,0,0,3.33
7615,8022,20200219,2020-W08,Paid,2,W,Yes,F,A1,34,14,0,3.86
7616,14897,20200215,2020-W08,Paid,19,Z,Yes,D,F2,4,0,0,
7621,22810,20200215,2020-W08,Paid,2,W,Yes,G,F1,1,0,0,
7622,9628,20200217,2020-W08,Paid,4,Z,Yes,D,S,71,28,0,
7624,275,20200219,2020-W08,Paid,1,W,Yes,B,F3,6,6,0,2.00
7625,20493,20200215,2020-W08,Paid,1,W,No,F,S,4,0,0,
7628,755,20200217,2020-W08,Paid,1,W,Yes,F,H,10,4,0,
7630,2326,20200215,2020-W08,Paid,19,Z,Yes,D,O,34,7,0,
7633,19848,20200217,2020-W08,Paid,5,W,Yes,B,F2,21,9,1,
7636,17991,20200217,2020-W08,Paid,3,W,Yes,F,D,4,1,0,3.44
7637,14850,20200215,2020-W08,Cancelled,,X,Unknown,D,S,1,6,0,
7639,14968,20200218,2020-W08,Paid,15,Z,Yes,F,S,56,21,3,
7643,6408,20200216,2020-W08,Paid,1,Z,No,D,F2,2,0,0,
7650,12037,20200215,2020-W08,Paid,1,W,Yes,B,H,3,0,0,
7652,10099,20200218,2020-W08,Paid,5,W,Yes,D,F1,10,0,0,
7653,13579,20200219,2020-W08,Unpaid,,Z,Yes,D,H,2,0,0,
7654,1943,20200216,2020-W08,Unpaid,,Z,Yes,C,P,1,0,0,
7657,18484,20200217,2020-W08,Paid,1,Z,Yes,G,F2,19,0,0,
7659,20990,20200219,2020-W08,Paid,1,W,No,D,D,5,0,0,
7663,5257,20200217,2020-W08,Paid,1,Z,Yes,G,E,7,2,0,4.00
7680,23024,20200217,2020-W08,Paid,5,W,Yes,G,S,71,6,0,
7681,19794,20200217,2020-W08,Paid,22,W,No,D,F2,16,0,0,4.00
7686,5887,20200216,2020-W08,Paid,23,W,No,G,O,6,0,0,
7687,5983,20200219,2020-W08,Paid,477,Z,No,F,I,3,0,0,
7692,9114,20200215,2020-W08,Paid,181,W,No,B,F2,39,11,1,
7693,23813,20200219,2020-W08,Paid,18,Z,Yes,D,E,1,1,0,4.00
7695,8622,20200215,2020-W08,Paid,152,X,Yes,B,F1,12,1,0,
7697,14375,20200215,2020-W08,Paid,15,W,Yes,B,F3,47,23,1,
7704,17662,20200215,2020-W08,Paid,98,Z,No,D,F2,1,0,0,
7724,15807,20200218,2020-W08,Unpaid,,W,Yes,D,F2,1,0,0,
7725,22303,20200218,2020-W08,Paid,5,Z,Yes,F,F2,45,32,0,
7726,12637,20200215,2020-W08,Paid,63,W,Yes,E,S,2,0,0,
7728,9971,20200217,2020-W08,Paid,608,Z,Yes,G,P,12,4,1,
7731,24556,20200215,2020-W08,Paid,5,Z,No,D,F2,6,2,0,3.00
7732,7459,20200216,2020-W08,Paid,1,W,No,G,O,2,2,0,
7733,20784,20200216,2020-W08,Paid,5,W,No,G,F2,5,4,0,
7737,9010,20200217,2020-W08,Paid,5,W,Yes,B,F1,1,0,0,
7745,3870,20200217,2020-W08,Paid,26,W,Yes,G,F1,20,20,0,
7749,18257,20200217,2020-W08,Paid,4,Z,Yes,B,F1,3,1,0,
7751,4191,20200217,2020-W08,Paid,1,Z,Yes,B,H,1,0,0,
7759,3868,20200215,2020-W08,Paid,22,Z,Yes,B,F2,2,0,0,
7762,21190,20200217,2020-W08,Paid,1,Z,Yes,F,F2,13,2,0,
7765,21635,20200215,2020-W08,Paid,5,W,Yes,D,F2,2,1,0,
7767,20365,20200216,2020-W08,Paid,26,X,No,F,F1,1,0,0,
7770,10079,20200215,2020-W08,Paid,2,Z,Yes,D,F2,1,0,0,4.00
7772,3911,20200215,2020-W08,Paid,4,Z,Yes,D,F1,4,1,0,
7773,9131,20200216,2020-W08,Paid,15,W,Yes,G,D,26,6,0,
7776,19859,20200215,2020-W08,Paid,40,Z,No,D,A2,56,15,1,
7777,513,20200219,2020-W08,Paid,270,W,No,F,S,6,1,1,3.67
7779,951,20200217,2020-W08,Paid,2,Z,No,B,H,7,1,0,
7782,14118,20200215,2020-W08,Paid,64,Z,Yes,B,O,2,0,0,
7783,3869,20200216,2020-W08,Paid,5,Z,Yes,F,I,7,1,0,
7785,4952,20200215,2020-W08,Paid,18,Z,No,F,O,66,3,0,
7788,21368,20200216,2020-W08,Paid,439,Z,Yes,E,F2,9,2,0,
7793,8240,20200216,2020-W08,Paid,5,W,Yes,D,H,73,17,0,
7796,22473,20200216,2020-W08,Paid,1,Z,Yes,F,F1,9,7,0,
7797,2020,20200216,2020-W08,Paid,5,W,Yes,F,F1,56,50,0,
7798,1725,20200216,2020-W08,Paid,1,Z,Yes,F,H,6,0,0,
7799,13852,20200217,2020-W08,Paid,5,W,Yes,F,F3,3,2,0,
7803,20617,20200215,2020-W08,Cancelled,,X,Unknown,A,O,0,2,0,
7804,4211,20200217,2020-W08,Paid,5,Z,Yes,B,I,52,20,0,
7815,24369,20200216,2020-W08,Paid,6,X,Yes,G,F2,31,10,0,4.00
7816,10398,20200215,2020-W08,Paid,6,W,Yes,B,S,61,22,1,4.00
7821,4097,20200219,2020-W08,Paid,5,Z,No,D,H,12,9,0,3.00
7826,10040,20200215,2020-W08,Paid,2,Z,Yes,D,S,54,58,0,
7827,632,20200219,2020-W08,Paid,20,X,Yes,F,I,7,3,0,
7830,5011,20200217,2020-W08,Paid,5,W,Yes,G,S,67,28,0,4.00
7833,17824,20200219,2020-W08,Paid,26,Z,Yes,F,S,57,3,0,
7834,23072,20200218,2020-W08,Paid,1,Z,No,G,F3,17,1,1,
7835,2450,20200215,2020-W08,Paid,5,Z,Yes,D,H,2,0,0,
7843,19474,20200215,2020-W08,Paid,1,Z,No,G,F2,5,4,1,
7847,17581,20200215,2020-W08,Unpaid,,Z,No,B,F2,2,1,1,
7848,20966,20200215,2020-W08,Paid,5,Z,No,B,H,5,0,0,
7849,10845,20200216,2020-W08,Paid,6,Z,No,G,D,17,6,0,4.00
7852,6361,20200215,2020-W08,Cancelled,,Z,Unknown,B,F3,15,15,0,
7853,19547,20200215,2020-W08,Paid,16,Z,No,B,F2,43,33,0,
7858,11959,20200219,2020-W08,Paid,439,W,Yes,F,H,0,0,0,
7865,14055,20200218,2020-W08,Cancelled,,X,Unknown,D,O,1,1,0,
7870,14557,20200215,2020-W08,Paid,5,W,No,E,F1,11,0,0,
7875,3025,20200215,2020-W08,Unpaid,,W,No,F,F2,1,0,0,
7880,21728,20200217,2020-W08,Paid,5,Z,Yes,D,A1,52,3,0,
7884,18670,20200215,2020-W08,Paid,4,Z,Yes,D,O,4,2,0,
7886,14399,20200218,2020-W08,Paid,102,Z,No,G,S,1,0,0,
7891,17793,20200217,2020-W08,Paid,495,W,Yes,F,D,9,3,0,3.60
7894,6627,20200218,2020-W08,Paid,5,W,Yes,B,S,72,42,0,
7896,5561,20200217,2020-W08,Paid,5,Z,Yes,D,O,15,1,0,3.67
7903,10713,20200216,2020-W08,Paid,1,W,No,B,O,40,6,0,4.00
7904,18730,20200217,2020-W08,Paid,14,W,Yes,F,F3,19,16,0,
7911,22739,20200219,2020-W08,Paid,165,Z,No,B,H,11,2,0,
7912,17914,20200217,2020-W08,Paid,25,Z,No,B,A1,7,3,0,3.33
7913,109,20200215,2020-W08,Paid,364,Z,No,F,F2,5,0,0,
7915,12773,20200215,2020-W08,Paid,25,W,Yes,B,F2,6,0,0,
7920,14019,20200215,2020-W08,Paid,8,W,No,B,O,3,2,0,
7923,8994,20200217,2020-W08,Paid,12,W,Yes,D,F1,54,29,0,3.00
7928,5527,20200218,2020-W08,Paid,2,Z,Yes,G,F2,5,0,0,4.00
7930,6998,20200215,2020-W08,Paid,5,W,Yes,F,A1,5,4,0,
7933,4735,20200217,2020-W08,Paid,1,W,Yes,F,F1,47,12,0,
7936,5409,20200218,2020-W08,Paid,2,Z,Yes,D,O,2,0,0,4.00
7942,3841,20200219,2020-W08,Unpaid,,X,No,D,F2,0,0,0,4.00
7944,23209,20200216,2020-W08,Paid,1,Z,Yes,F,P,47,1,0,
7947,11774,20200218,2020-W08,Cancelled,,X,Unknown,D,F2,1,2,0,
7951,10785,20200218,2020-W08,Unpaid,,W,Yes,D,H,3,1,0,
7956,2739,20200217,2020-W08,Paid,15,W,Yes,B,O,68,8,0,3.25
7964,206,20200218,2020-W08,Paid,9,W,Yes,F,A1,28,8,0,3.50
7965,20046,20200217,2020-W08,Paid,15,Z,Yes,B,F1,30,6,0,
7967,12297,20200215,2020-W08,Paid,5,W,Yes,D,F1,5,1,0,
7980,18919,20200216,2020-W08,Paid,9,X,No,F,F2,3,1,0,3.00
7981,9507,20200215,2020-W08,Paid,1,Z,Yes,D,O,3,2,0,
7984,16031,20200219,2020-W08,Paid,3,X,No,B,O,42,1,0,4.00
7985,5241,20200215,2020-W08,Paid,1,Z,Yes,B,F2,2,0,0,3.00
7991,11783,20200215,2020-W08,Paid,5,W,Yes,B,H,55,12,0,3.67
7993,23815,20200217,2020-W08,Paid,1,Z,Yes,G,F2,10,0,0,
7994,454,20200218,2020-W08,Paid,727,W,No,F,H,31,0,0,
7997,3432,20200217,2020-W08,Paid,29,Z,Yes,F,F2,35,17,0,4.00
8003,23498,20200215,2020-W08,Paid,15,X,Yes,E,F2,42,14,0,
8010,15869,20200217,2020-W08,Paid,5,W,Yes,G,F3,52,16,0,2.20
8011,13713,20200216,2020-W08,Paid,5,Z,No,D,A1,25,6,1,4.00
8014,20229,20200215,2020-W08,Paid,3,X,Yes,D,S,1,0,0,
8017,24435,20200216,2020-W08,Paid,5,W,No,D,F2,4,2,0,
8020,20267,20200217,2020-W08,Paid,1,Z,Yes,B,P,5,0,0,
8022,17122,20200218,2020-W08,Paid,261,Z,No,F,F1,1,0,0,
8024,5504,20200217,2020-W08,Paid,13,Z,Yes,A,O,70,31,0,
8028,6285,20200217,2020-W08,Paid,8,W,Yes,D,S,3,0,0,
8032,23629,20200218,2020-W08,Paid,2,Z,No,D,F3,1,0,0,
8033,12214,20200215,2020-W08,Paid,2,Z,Yes,B,H,2,0,0,
8034,22989,20200218,2020-W08,Paid,1,W,Yes,D,H,14,3,0,
8038,20850,20200218,2020-W08,Paid,1,W,Yes,D,O,45,1,0,
8039,17012,20200217,2020-W08,Paid,113,Z,Yes,F,F1,51,21,1,4.00
8061,6664,20200219,2020-W08,Paid,174,Z,No,D,H,1,0,0,
8063,15585,20200217,2020-W08,Paid,5,W,No,F,F1,24,12,0,
8064,18576,20200218,2020-W08,Paid,15,Z,Yes,A,S,7,3,0,
8066,8035,20200218,2020-W08,Paid,1,W,Yes,D,I,1,0,0,
8078,8462,20200215,2020-W08,Refunded,15,W,No,G,F2,1,0,0,
8093,1706,20200216,2020-W08,Paid,2,W,No,G,F1,9,4,0,
8097,21533,20200217,2020-W08,Cancelled,,Z,Unknown,B,F2,1,0,0,
8106,11073,20200218,2020-W08,Refunded,5,Z,Yes,F,F2,3,0,0,
8110,8545,20200219,2020-W08,Paid,5,Z,Yes,B,F2,14,9,0,3.50
8111,11498,20200218,2020-W08,Paid,4,Z,Yes,D,F2,37,11,0,2.67
8114,7990,20200215,2020-W08,Cancelled,,X,Unknown,G,F2,7,5,0,
8116,13036,20200219,2020-W08,Paid,8,Z,No,F,F1,41,9,1,
8120,23824,20200215,2020-W08,Cancelled,,X,Unknown,D,H,3,0,0,
8124,23874,20200215,2020-W08,Paid,22,W,Yes,D,F2,70,32,0,
8126,5369,20200217,2020-W08,Paid,15,Z,No,G,F2,29,12,0,
8130,23730,20200219,2020-W08,Paid,5,W,Yes,F,I,30,23,0,3.00
8133,12135,20200217,2020-W08,Paid,250,X,No,B,F2,16,0,0,
8135,7764,20200218,2020-W08,Paid,23,X,Yes,F,S,19,3,0,
8136,20845,20200218,2020-W08,Paid,413,W,No,F,S,14,0,0,
8137,9250,20200215,2020-W08,Paid,5,W,No,E,S,4,4,1,
8141,2975,20200219,2020-W08,Paid,1,Z,Yes,B,F2,15,4,0,3.53
8147,3630,20200216,2020-W08,Paid,1,Z,Yes,F,F2,26,0,0,3.94
8148,1360,20200215,2020-W08,Paid,15,W,No,F,F1,2,0,0,
8150,19473,20200216,2020-W08,Cancelled,,Z,Unknown,F,F1,1,0,0,
8155,2673,20200217,2020-W08,Paid,5,W,No,B,F2,17,17,0,3.40
8157,16327,20200215,2020-W08,Paid,4,Z,No,G,F2,6,4,0,
8158,14089,20200217,2020-W08,Paid,1,X,Yes,D,O,4,0,0,3.58
8161,7376,20200217,2020-W08,Paid,26,Z,Yes,B,O,17,1,0,
8163,19180,20200218,2020-W08,Paid,1,W,No,D,F2,14,4,0,
8175,20116,20200217,2020-W08,Paid,1,W,Yes,F,F2,2,0,0,
8176,17380,20200215,2020-W08,Cancelled,,X,Unknown,B,F1,2,4,0,
8177,6636,20200218,2020-W08,Paid,60,W,Yes,D,A2,66,15,0,2.00
8180,20602,20200215,2020-W08,Paid,4,X,Yes,B,H,67,6,0,4.00
8181,20162,20200217,2020-W08,Unpaid,,W,Yes,D,F2,5,1,0,
8185,18007,20200218,2020-W08,Paid,5,Z,Yes,D,F1,3,2,0,
8189,2633,20200217,2020-W08,Paid,5,Z,Yes,D,O,2,1,0,
8191,11077,20200217,2020-W08,Paid,1,W,Yes,F,D,7,0,0,
8205,7067,20200218,2020-W08,Paid,15,W,Yes,B,O,62,17,0,
8206,10061,20200216,2020-W08,Paid,5,W,No,B,D,57,3,0,
8211,17956,20200218,2020-W08,Paid,15,Z,Yes,D,F1,17,4,0,
8215,10717,20200216,2020-W08,Paid,5,Z,No,B,O,4,0,0,3.50
8216,1620,20200218,2020-W08,Paid,5,W,No,B,S,55,15,0,
8218,1419,20200218,2020-W08,Paid,2,Z,No,D,O,52,13,0,
8221,21734,20200217,2020-W08,Paid,15,W,No,G,H,28,9,0,
8222,17309,20200218,2020-W08,Paid,30,X,Yes,B,O,5,2,0,
8226,7219,20200216,2020-W08,Paid,5,Z,Yes,D,O,19,2,0,
8235,7388,20200215,2020-W08,Paid,4,W,Yes,F,F1,6,5,1,
8239,4107,20200218,2020-W08,Paid,1,W,Yes,D,F2,13,8,0,3.67
8246,2046,20200217,2020-W08,Paid,5,W,Yes,G,F2,12,2,0,
8247,16520,20200218,2020-W08,Cancelled,,X,Unknown,G,S,4,4,0,
8253,759,20200216,2020-W08,Paid,5,W,Unknown,F,F1,2,1,0,
8256,11943,20200217,2020-W08,Paid,199,W,Yes,F,H,2,0,0,
8260,22684,20200217,2020-W08,Paid,2,W,No,D,A1,12,2,1,
8264,23129,20200217,2020-W08,Paid,4,Z,Yes,F,A1,1,0,0,
8266,4950,20200217,2020-W08,Paid,477,Z,Yes,F,H,43,0,0,
8267,17206,20200218,2020-W08,Paid,1,Z,Yes,G,S,12,2,0,3.67
8273,10219,20200216,2020-W08,Paid,22,W,Yes,F,P,65,46,0,3.71
8274,9046,20200217,2020-W08,Paid,25,W,Yes,F,F2,7,7,0,
8276,10572,20200216,2020-W08,Unpaid,,Z,No,D,F2,2,1,1,
8278,6850,20200217,2020-W08,Paid,15,W,Yes,F,F1,8,9,1,3.36
8290,8474,20200216,2020-W08,Paid,5,Z,No,D,F2,26,8,0,
8291,18373,20200215,2020-W08,Paid,152,X,Yes,D,F2,10,0,0,
8295,14892,20200219,2020-W08,Paid,21,Z,Yes,B,H,55,10,0,3.44
8296,10016,20200218,2020-W08,Paid,2,Z,Yes,G,D,63,2,0,3.67
8303,17606,20200217,2020-W08,Cancelled,,W,Unknown,D,F3,10,1,1,3.67
8304,24273,20200217,2020-W08,Paid,1,Z,No,D,F2,6,3,0,
8305,19713,20200217,2020-W08,Paid,13,W,Yes,G,F3,11,0,0,
8307,14663,20200218,2020-W08,Paid,5,Z,Yes,G,F2,5,0,0,
8308,5451,20200219,2020-W08,Unpaid,,W,No,B,S,0,0,0,
8313,4745,20200218,2020-W08,Paid,1,X,No,D,P,0,1,0,
8317,13025,20200217,2020-W08,Paid,5,Z,Yes,B,F2,57,3,0,3.86
8319,10585,20200216,2020-W08,Paid,5,W,No,G,E,17,8,0,
8320,767,20200215,2020-W08,Paid,29,Z,Yes,B,F1,23,7,0,3.50
8323,19762,20200217,2020-W08,Cancelled,,W,Unknown,G,F2,6,1,0,
8326,10697,20200218,2020-W08,Paid,22,Z,Yes,A,F1,5,4,0,
8331,13856,20200217,2020-W08,Paid,1,Z,Yes,F,A1,34,8,0,
8338,19399,20200215,2020-W08,Unpaid,,W,Yes,B,F1,1,0,0,
8340,7755,20200217,2020-W08,Paid,171,Z,Yes,G,F1,3,2,0,
8342,18765,20200217,2020-W08,Paid,5,Z,Yes,G,P,72,34,0,
8345,841,20200217,2020-W08,Paid,5,Z,No,G,F2,5,5,5,
8347,15703,20200217,2020-W08,Paid,5,W,No,D,H,60,19,0,
8349,12582,20200216,2020-W08,Paid,64,X,Yes,G,F1,5,1,0,
8350,7658,20200218,2020-W08,Paid,43,Z,Yes,D,F2,2,2,0,
8352,1744,20200216,2020-W08,Paid,2,Z,No,F,F1,7,0,0,
8355,2265,20200218,2020-W08,Paid,5,W,No,A,A1,1,0,0,
8359,5445,20200217,2020-W08,Paid,4,Z,Yes,B,S,21,6,1,2.50
8360,17178,20200218,2020-W08,Paid,1,Z,Yes,D,F2,16,0,0,
8366,9805,20200217,2020-W08,Paid,5,W,Yes,G,I,9,10,0,3.58
8372,18953,20200215,2020-W08,Paid,2,W,Yes,F,F1,2,1,0,
8373,13709,20200217,2020-W08,Paid,5,Z,Yes,D,O,1,1,0,
8376,23207,20200215,2020-W08,Paid,139,Z,Yes,D,F2,2,0,0,
8378,15203,20200219,2020-W08,Paid,19,W,Yes,B,A2,2,1,0,
8379,13966,20200218,2020-W08,Paid,5,Z,Yes,B,E,2,0,0,3.25
8380,17726,20200215,2020-W08,Paid,3,W,No,G,F2,3,1,0,
8381,9935,20200218,2020-W08,Paid,18,X,Yes,A,F2,3,0,0,
8388,16218,20200217,2020-W08,Paid,2,W,No,G,F2,5,3,0,
8389,12035,20200216,2020-W08,Paid,2,Z,Yes,D,A2,8,3,0,3.33
8393,7273,20200219,2020-W08,Paid,52,X,No,B,F1,1,0,0,
8394,10588,20200216,2020-W08,Paid,2,W,Yes,F,F1,3,1,0,4.00
8395,17438,20200219,2020-W08,Paid,117,Z,No,B,O,42,1,0,
8396,1369,20200218,2020-W08,Paid,1,Z,Yes,B,H,4,0,0,
8405,24064,20200215,2020-W08,Paid,4,Z,Yes,B,D,63,1,0,
8406,2560,20200215,2020-W08,Paid,8,Z,Yes,B,O,19,1,0,
8409,3670,20200219,2020-W08,Paid,63,Z,No,F,O,11,10,2,
8419,19718,20200219,2020-W08,Paid,1,W,Yes,B,I,4,1,0,4.00
8420,1312,20200215,2020-W08,Paid,16,W,Yes,D,H,1,0,0,
8420,16448,20200215,2020-W08,Paid,16,X,No,D,H,1,0,0,
8421,15082,20200215,2020-W08,Paid,1,W,Yes,F,O,3,0,0,
8424,15588,20200218,2020-W08,Unpaid,,Z,No,B,F1,33,3,0,
8437,12485,20200217,2020-W08,Unpaid,,W,No,B,D,1,2,2,
8439,22685,20200218,2020-W08,Paid,15,Z,No,D,E,9,5,0,
8441,10633,20200217,2020-W08,Paid,5,W,Yes,D,S,1,0,0,3.67
8447,161,20200217,2020-W08,Paid,2,W,Yes,E,S,15,3,0,
8448,1179,20200215,2020-W08,Unpaid,,Z,Yes,F,F1,4,2,1,4.00
8451,17478,20200217,2020-W08,Paid,13,X,Yes,G,A2,4,3,0,3.00
8459,19519,20200215,2020-W08,Paid,2,Z,Yes,G,P,13,0,0,4.00
8462,23509,20200215,2020-W08,Paid,192,W,No,G,O,0,0,0,
8463,12796,20200217,2020-W08,Unpaid,,W,No,B,F2,5,1,0,3.50
8464,17759,20200216,2020-W08,Paid,1,X,Yes,G,F2,1,0,0,
8467,2359,20200218,2020-W08,Paid,20,Z,Yes,B,E,23,14,1,3.75
8469,18225,20200215,2020-W08,Paid,3,W,Yes,F,F2,4,5,2,
8472,17083,20200218,2020-W08,Paid,1,Z,Yes,F,F2,2,1,0,
8474,1064,20200215,2020-W08,Paid,5,W,No,G,H,27,8,0,
8476,24086,20200215,2020-W08,Paid,1,Z,Yes,B,F2,39,37,0,
8478,9207,20200215,2020-W08,Paid,4,W,Yes,D,S,25,4,0,3.50
8479,107,20200215,2020-W08,Paid,2,X,No,B,S,2,0,0,3.60
8482,3119,20200218,2020-W08,Paid,5,Z,Yes,B,F2,2,1,0,
8484,743,20200216,2020-W08,Paid,116,X,Yes,F,S,14,4,0,
8485,16903,20200219,2020-W08,Paid,26,W,No,B,P,0,0,0,
8488,13196,20200217,2020-W08,Paid,5,W,No,F,S,5,4,0,
8490,4077,20200215,2020-W08,Paid,1,Z,No,E,F2,6,0,0,
8492,15193,20200218,2020-W08,Paid,1,Z,Yes,A,H,6,2,0,
8505,24419,20200217,2020-W08,Paid,13,W,Yes,B,E,15,2,0,4.00
8510,2614,20200215,2020-W08,Paid,1,Z,Yes,F,S,5,0,0,4.00
8513,2384,20200218,2020-W08,Unpaid,,Z,Yes,G,F2,27,1,0,3.33
8514,18552,20200216,2020-W08,Paid,2,W,Yes,G,A1,57,3,0,
8517,15991,20200217,2020-W08,Paid,5,W,Yes,F,S,3,2,0,
8519,5389,20200217,2020-W08,Paid,5,Z,No,F,F2,10,7,0,
8527,14764,20200215,2020-W08,Paid,23,W,Yes,F,A1,4,4,1,
8533,5715,20200217,2020-W08,Paid,20,Z,Yes,F,F1,13,4,1,3.00
8534,5931,20200217,2020-W08,Paid,6,W,Yes,G,F3,1,0,0,
8535,6867,20200215,2020-W08,Paid,9,W,Yes,B,H,3,3,2,
8537,16333,20200217,2020-W08,Paid,5,W,Yes,F,D,65,11,0,3.67
8540,7244,20200218,2020-W08,Paid,15,W,Yes,F,F1,63,4,0,3.50
8544,17222,20200216,2020-W08,Paid,190,W,Yes,C,A1,2,0,0,3.67
8549,21603,20200218,2020-W08,Unpaid,,Z,No,B,O,2,1,1,
8554,11873,20200219,2020-W08,Paid,15,X,Yes,B,I,19,0,0,3.67
8558,12917,20200216,2020-W08,Unpaid,,Z,Yes,G,O,11,1,0,
8567,13448,20200219,2020-W08,Paid,20,W,Yes,F,S,28,1,0,3.68
8571,22524,20200218,2020-W08,Paid,5,W,Yes,F,F2,40,11,0,
8573,16266,20200218,2020-W08,Paid,5,Z,Yes,G,E,24,2,0,4.00
8578,16761,20200217,2020-W08,Paid,2,Z,No,D,F2,2,0,0,
8579,22437,20200217,2020-W08,Paid,4,Z,No,B,F2,37,19,0,
8583,947,20200217,2020-W08,Paid,66,Z,No,G,F2,49,13,1,4.00
8585,16538,20200218,2020-W08,Paid,1,W,Yes,F,F1,1,0,0,
8591,17944,20200218,2020-W08,Paid,1,W,Yes,A,F2,1,0,0,
8592,1083,20200217,2020-W08,Paid,5,W,Yes,F,S,19,0,0,3.80
8593,24641,20200216,2020-W08,Paid,10,W,Yes,G,S,47,39,1,4.00
8594,17657,20200217,2020-W08,Paid,22,X,Yes,G,D,63,1,0,3.33
8595,22435,20200217,2020-W08,Paid,20,X,Yes,F,F1,6,1,0,
8599,5850,20200215,2020-W08,Paid,1,W,Yes,B,F2,2,0,0,
8600,21372,20200218,2020-W08,Paid,5,W,Yes,G,S,22,14,0,2.13
8602,16055,20200218,2020-W08,Paid,19,X,Yes,A,P,11,0,0,
8604,22677,20200215,2020-W08,Paid,3,Z,Yes,G,F2,21,5,0,
8606,15910,20200215,2020-W08,Paid,2,Z,Yes,D,F2,32,10,0,
8608,24673,20200217,2020-W08,Paid,1,Z,Yes,B,F2,50,23,1,3.67
8613,19888,20200218,2020-W08,Paid,68,X,No,D,O,8,4,0,
8614,9234,20200218,2020-W08,Paid,5,W,Yes,F,F2,5,3,0,4.00
