customer_id,order_number,delivery_date,delivery_week,final_payment_status,time_to_pay,payment_method,custom_meal_selection,state,channel,engagement_score,num_prior_orders_failed,num_prior_orders_unpaid,avg_recipe_rating
1794,20100,20200203,2020-W06,Paid,22,Z,Yes,D,A2,135,54,1,
1795,18377,20200203,2020-W06,Paid,2,W,No,B,O,2,1,0,3.67
1797,23614,20200203,2020-W06,Paid,15,Z,Yes,D,S,67,16,1,4.00
1801,16277,20200202,2020-W06,Paid,5,W,Yes,C,F2,43,9,0,
1803,18732,20200203,2020-W06,Cancelled,,X,Unknown,B,F2,11,4,1,
1805,21363,20200202,2020-W06,Paid,5,W,No,D,F1,7,4,0,
1820,18925,20200201,2020-W06,Paid,40,Z,Yes,D,O,48,30,0,3.61
1821,13309,20200203,2020-W06,Paid,1,Z,Yes,D,O,12,1,0,
1828,22042,20200201,2020-W06,Paid,1,Z,No,D,O,82,2,0,4.00
1830,3225,20200203,2020-W06,Paid,40,W,Yes,B,F2,88,13,2,
1834,5990,20200203,2020-W06,Paid,5,Z,Yes,C,O,14,3,2,
1845,6146,20200201,2020-W06,Paid,8,W,No,F,F2,2,1,0,
1850,10149,20200203,2020-W06,Paid,1,Z,Yes,A,O,43,10,0,
1871,515,20200202,2020-W06,Paid,5,W,No,F,S,25,11,0,
1876,15368,20200203,2020-W06,Paid,15,Z,No,D,A1,10,6,3,
1881,9064,20200203,2020-W06,Paid,1,W,Yes,F,P,1,0,0,
1884,6956,20200203,2020-W06,Paid,2,Z,Yes,D,F1,1,0,0,
1887,23645,20200201,2020-W06,Paid,5,Z,Yes,F,D,8,3,0,4.00
1894,14734,20200201,2020-W06,Paid,5,Z,Yes,D,F2,10,4,0,
1901,2836,20200202,2020-W06,Paid,1,W,No,F,F2,136,31,0,
1902,14306,20200201,2020-W06,Paid,1,X,No,F,F1,4,0,0,
1903,138,20200202,2020-W06,Paid,8,W,Yes,G,F3,7,1,0,
1905,19753,20200203,2020-W06,Paid,6,Z,Yes,G,H,50,48,0,1.00
1906,12877,20200202,2020-W06,Paid,1,Z,No,C,F2,7,1,0,
1907,17403,20200201,2020-W06,Paid,5,W,Yes,A,I,9,3,0,
1915,12761,20200201,2020-W06,Paid,42,Z,No,D,F2,5,4,1,
1920,8052,20200203,2020-W06,Paid,18,X,Yes,G,H,23,4,0,
1923,24293,20200203,2020-W06,Paid,4,Z,Yes,F,F1,1,0,0,
1924,6637,20200203,2020-W06,Paid,5,W,No,B,D,8,1,0,
1926,1293,20200203,2020-W06,Paid,1,Z,No,B,E,56,13,0,3.50
1927,10021,20200201,2020-W06,Paid,75,Z,Yes,D,F1,17,15,0,3.75
1929,21352,20200201,2020-W06,Cancelled,,X,Unknown,D,F2,29,0,0,
1931,19367,20200202,2020-W06,Paid,2,Z,Yes,F,F1,51,9,0,3.40
1932,4072,20200201,2020-W06,Paid,5,Z,Yes,B,F2,13,4,0,
1939,13764,20200202,2020-W06,Paid,5,W,Yes,F,F1,10,5,0,
1953,17419,20200203,2020-W06,Paid,5,W,Yes,B,H,10,0,0,3.67
1959,400,20200203,2020-W06,Unpaid,,Z,Yes,B,F2,29,14,1,
1968,1435,20200202,2020-W06,Paid,1,Z,No,D,F1,3,1,1,
1972,11179,20200203,2020-W06,Paid,1,X,No,F,S,6,0,0,
1984,16004,20200201,2020-W06,Paid,5,W,Yes,A,S,12,2,0,3.36
1987,1999,20200203,2020-W06,Unpaid,,Z,No,E,S,40,2,0,
1990,5669,20200203,2020-W06,Paid,5,W,Yes,E,F2,76,5,0,
1995,7225,20200202,2020-W06,Paid,23,W,Yes,G,F1,78,8,0,
2001,7873,20200201,2020-W06,Paid,1,X,Yes,D,O,1,0,0,2.67
2008,11624,20200203,2020-W06,Paid,1,Z,Yes,B,D,75,1,0,
2015,12180,20200202,2020-W06,Paid,14,Z,No,F,A2,54,18,0,
2016,9025,20200203,2020-W06,Paid,5,Z,No,D,F2,87,8,0,
2024,24073,20200203,2020-W06,Paid,27,Z,No,C,D,82,5,0,
2045,7170,20200203,2020-W06,Unpaid,,Z,No,B,F2,11,2,0,
2051,16131,20200203,2020-W06,Paid,5,W,No,B,D,64,13,0,
2055,15411,20200203,2020-W06,Paid,388,Z,No,F,F2,66,3,2,
2057,18879,20200201,2020-W06,Paid,33,W,Yes,E,F2,14,0,0,
2063,4743,20200202,2020-W06,Paid,15,W,Yes,F,D,86,42,4,
2068,21103,20200202,2020-W06,Paid,18,W,Yes,C,F2,38,8,0,3.83
2069,11034,20200203,2020-W06,Paid,35,W,No,E,F2,32,1,0,
2070,2074,20200201,2020-W06,Paid,36,W,No,D,O,3,2,0,
2072,11644,20200201,2020-W06,Paid,2,W,Yes,B,A1,4,1,0,
2074,24023,20200203,2020-W06,Paid,25,V,No,F,O,8,0,0,
2083,4680,20200201,2020-W06,Paid,5,Z,Yes,D,O,36,4,0,
2085,20517,20200201,2020-W06,Paid,3,W,Yes,D,F2,6,0,0,
2087,18222,20200203,2020-W06,Paid,4,W,Yes,F,S,2,1,0,
2089,4599,20200203,2020-W06,Paid,64,W,No,F,D,2,0,0,
2091,1197,20200202,2020-W06,Paid,233,Z,No,G,F1,44,46,3,3.00
2100,9413,20200203,2020-W06,Paid,15,W,Yes,D,S,8,2,0,
2103,17464,20200202,2020-W06,Paid,5,V,Yes,B,D,109,0,0,
2109,6033,20200201,2020-W06,Unpaid,,W,No,B,F1,1,0,0,
2113,12567,20200201,2020-W06,Unpaid,,Z,No,D,F1,1,0,0,
2116,14340,20200202,2020-W06,Paid,93,Z,No,B,D,123,0,0,
2117,16165,20200201,2020-W06,Paid,1,Z,Yes,F,S,1,1,0,
2124,10462,20200203,2020-W06,Paid,9,Z,Yes,F,P,51,2,0,
2126,24169,20200201,2020-W06,Paid,1,Z,Yes,B,F2,3,2,2,
2131,1182,20200203,2020-W06,Paid,23,V,Yes,F,D,31,0,0,
2134,11778,20200202,2020-W06,Paid,13,X,Yes,F,A1,18,0,0,3.75
2135,21112,20200201,2020-W06,Paid,1,W,Yes,E,F3,38,19,0,
2136,3739,20200203,2020-W06,Paid,2,Z,Yes,F,F2,3,1,0,
2140,7095,20200201,2020-W06,Paid,5,Z,No,B,O,44,5,0,
2141,13909,20200202,2020-W06,Paid,15,Z,Yes,B,O,122,24,1,
2142,14930,20200201,2020-W06,Cancelled,,X,Unknown,E,D,2,3,0,
2145,4617,20200203,2020-W06,Paid,2,Z,Yes,C,F2,25,5,0,
2146,23816,20200203,2020-W06,Paid,84,W,No,F,S,1,0,0,
2154,19397,20200202,2020-W06,Paid,67,W,No,F,F1,65,2,1,
2155,4881,20200201,2020-W06,Paid,1,W,Yes,B,F3,2,0,0,4.00
2165,23151,20200201,2020-W06,Paid,2,Z,No,A,S,6,10,0,
2168,8626,20200202,2020-W06,Paid,10,Z,Yes,F,S,20,1,0,2.88
2169,991,20200203,2020-W06,Paid,4,Z,No,F,O,61,10,0,
2192,23853,20200203,2020-W06,Paid,1,Z,Yes,B,O,24,0,0,
2201,17566,20200202,2020-W06,Paid,410,Z,No,C,P,5,4,0,
2202,2055,20200202,2020-W06,Paid,1,Z,Yes,F,F2,129,0,0,3.53
2209,21778,20200202,2020-W06,Paid,5,Z,Yes,E,A1,34,6,0,3.75
2210,15403,20200203,2020-W06,Paid,6,W,Yes,B,F1,1,0,0,
2216,13409,20200201,2020-W06,Paid,4,Z,Yes,D,A1,21,22,0,3.84
2217,7019,20200201,2020-W06,Paid,98,W,No,F,F2,9,1,0,
2218,12953,20200201,2020-W06,Paid,1,X,Yes,D,A1,6,2,0,2.33
2233,24298,20200203,2020-W06,Paid,487,W,No,A,F1,23,2,0,
2241,22272,20200201,2020-W06,Paid,70,Z,No,F,F3,55,9,0,
2242,15623,20200201,2020-W06,Paid,1,Z,No,B,F3,4,1,0,3.67
2252,13138,20200203,2020-W06,Paid,1,Z,Yes,F,O,111,1,0,
2253,19867,20200203,2020-W06,Paid,61,W,No,F,F1,62,10,1,
2254,14421,20200203,2020-W06,Paid,1,W,Yes,F,D,68,0,0,
2261,19003,20200203,2020-W06,Paid,5,W,Yes,D,F1,109,1,0,
2263,15959,20200203,2020-W06,Paid,5,Z,Yes,F,O,14,16,0,3.50
2270,24324,20200203,2020-W06,Paid,37,W,No,E,F2,15,7,1,
2278,15355,20200202,2020-W06,Refunded,5,Z,No,F,F3,5,1,0,2.50
2284,23180,20200203,2020-W06,Paid,5,W,Yes,D,S,43,0,0,
2292,9264,20200203,2020-W06,Paid,5,Z,Yes,D,S,131,47,2,3.20
2302,18796,20200201,2020-W06,Paid,0,X,No,B,D,33,0,0,3.50
2305,19561,20200202,2020-W06,Paid,108,W,No,C,F2,12,4,0,3.43
2316,10630,20200203,2020-W06,Paid,5,Z,No,D,D,18,4,1,3.67
2321,3986,20200201,2020-W06,Paid,5,W,Yes,B,F2,48,1,0,
2328,708,20200203,2020-W06,Paid,13,W,No,B,D,51,5,2,
2329,9306,20200203,2020-W06,Paid,5,Z,Yes,B,D,16,3,0,
2333,4765,20200201,2020-W06,Paid,3,W,Yes,D,F1,8,2,0,4.00
2338,22264,20200203,2020-W06,Paid,22,W,Yes,D,F2,10,0,0,
2355,13835,20200203,2020-W06,Paid,5,Z,No,F,D,3,0,0,4.00
2356,3901,20200203,2020-W06,Paid,1,Z,Yes,F,D,22,0,0,
2361,22890,20200201,2020-W06,Paid,1,X,Yes,F,O,7,1,0,
2362,2906,20200201,2020-W06,Paid,5,Z,Yes,D,F2,25,16,1,
2364,2563,20200202,2020-W06,Paid,5,Z,Yes,D,F2,24,0,0,
2376,13221,20200203,2020-W06,Paid,18,W,Yes,B,D,21,16,0,
2382,17039,20200202,2020-W06,Unpaid,,Z,No,D,H,11,13,3,
2384,1208,20200203,2020-W06,Paid,1,W,No,B,S,12,3,2,
2386,10736,20200203,2020-W06,Paid,5,W,Yes,F,O,39,1,0,3.42
2390,17911,20200203,2020-W06,Paid,1,Z,No,B,D,62,4,0,
2401,4059,20200201,2020-W06,Paid,1,Z,Yes,E,F1,10,0,0,
2409,5528,20200202,2020-W06,Unpaid,,Z,No,D,F1,4,1,0,
2416,8566,20200203,2020-W06,Paid,42,Z,No,F,D,130,15,1,
2417,5400,20200201,2020-W06,Paid,2,Z,Yes,D,O,3,1,0,
2418,8734,20200201,2020-W06,Paid,125,Z,Yes,F,O,6,1,0,
2420,23127,20200201,2020-W06,Paid,1,W,Yes,B,S,32,9,0,
2422,18682,20200201,2020-W06,Paid,1,W,Yes,F,A2,1,0,0,
2423,21505,20200203,2020-W06,Paid,5,W,Yes,D,D,126,26,0,
2428,20844,20200201,2020-W06,Paid,1,X,Yes,B,D,7,1,1,
2429,7950,20200202,2020-W06,Paid,26,W,Yes,F,I,56,4,0,3.00
2434,4857,20200202,2020-W06,Paid,5,Z,Yes,D,E,39,4,0,
2445,4156,20200203,2020-W06,Paid,5,W,Yes,E,I,2,1,0,3.50
2457,15018,20200201,2020-W06,Paid,6,W,Yes,F,F1,13,1,0,
2458,14639,20200201,2020-W06,Paid,3,W,Yes,B,F1,4,0,0,
2460,19520,20200201,2020-W06,Paid,38,W,Yes,B,D,86,2,0,3.71
2461,16100,20200203,2020-W06,Paid,15,W,Yes,D,I,48,2,0,2.67
2465,22438,20200202,2020-W06,Paid,1,Z,Yes,D,A2,4,2,0,
2469,12992,20200203,2020-W06,Paid,1,Z,Yes,D,O,3,0,0,
2470,23492,20200201,2020-W06,Paid,5,Z,Yes,F,O,104,20,0,
2472,23020,20200202,2020-W06,Paid,50,W,Yes,D,A2,57,51,1,
2473,22241,20200202,2020-W06,Other,,Y,Unknown,B,S,3,0,0,
2475,300,20200201,2020-W06,Paid,1,X,No,B,O,20,0,0,
2478,6559,20200201,2020-W06,Paid,15,W,Yes,B,S,9,2,0,
2488,14448,20200203,2020-W06,Unpaid,,X,No,C,S,122,5,2,
2491,491,20200203,2020-W06,Unpaid,,W,Yes,C,P,2,0,0,
2494,22574,20200201,2020-W06,Paid,6,W,Yes,F,O,106,14,2,3.33
2499,15463,20200201,2020-W06,Paid,1,W,Yes,D,D,6,1,0,
2500,7445,20200203,2020-W06,Paid,5,W,Yes,D,F2,65,4,0,2.33
2505,10324,20200201,2020-W06,Paid,386,Z,No,D,O,6,6,1,3.33
2513,16255,20200201,2020-W06,Paid,13,Z,Yes,B,A2,106,1,0,
2515,7520,20200201,2020-W06,Paid,5,W,Yes,B,F1,2,0,0,
2517,12173,20200201,2020-W06,Paid,1,Z,Yes,B,O,6,3,0,
2519,9872,20200203,2020-W06,Paid,148,Z,Yes,B,S,8,6,1,
2523,8468,20200202,2020-W06,Paid,1,Z,Yes,F,A2,58,4,0,
2524,10152,20200202,2020-W06,Paid,51,W,Yes,G,I,43,16,0,1.00
2527,19756,20200203,2020-W06,Paid,15,Z,Yes,B,O,28,10,0,
2530,11513,20200201,2020-W06,Paid,15,W,Yes,D,F2,22,5,1,
2541,16716,20200203,2020-W06,Paid,24,Z,No,B,A2,37,14,1,
2549,8951,20200203,2020-W06,Paid,6,V,No,E,S,5,0,0,
2554,4408,20200203,2020-W06,Cancelled,,Z,Unknown,F,F2,1,0,0,
2555,8410,20200201,2020-W06,Paid,2,W,Yes,D,H,15,3,0,
2562,9598,20200203,2020-W06,Paid,25,W,No,F,H,5,2,1,
2572,19846,20200203,2020-W06,Paid,1,W,No,B,F2,100,11,0,
2576,23255,20200203,2020-W06,Paid,14,Z,No,D,D,71,0,0,
2579,19926,20200201,2020-W06,Paid,5,Z,Yes,D,H,48,12,0,
2584,19995,20200201,2020-W06,Paid,76,X,No,E,O,13,0,0,
2587,5991,20200201,2020-W06,Paid,5,W,Yes,B,O,31,1,0,3.17
2588,24261,20200203,2020-W06,Paid,2,W,No,D,O,8,3,2,
2595,17213,20200203,2020-W06,Paid,1,V,Yes,F,H,1,0,0,
2600,6095,20200201,2020-W06,Paid,1,W,Yes,D,D,1,0,0,
2604,3018,20200203,2020-W06,Paid,5,W,No,D,D,110,12,0,
2610,748,20200201,2020-W06,Paid,71,W,Yes,E,F2,37,10,1,4.00
2617,1538,20200203,2020-W06,Cancelled,,X,Unknown,B,O,2,3,0,
2625,22009,20200202,2020-W06,Paid,4,Z,Yes,F,F2,124,41,5,
2631,13125,20200203,2020-W06,Paid,1,W,Yes,B,F2,9,2,0,
2632,15714,20200203,2020-W06,Paid,4,W,Yes,F,F2,8,1,0,
2636,23242,20200202,2020-W06,Paid,25,W,Yes,D,A1,5,5,1,
2638,12644,20200203,2020-W06,Paid,5,Z,Yes,D,F2,2,1,0,3.80
2647,3056,20200203,2020-W06,Paid,5,Z,No,A,D,66,4,0,
2651,15187,20200202,2020-W06,Paid,2,Z,No,E,I,98,3,0,3.67
2654,792,20200203,2020-W06,Paid,3,W,Yes,D,O,104,1,0,
2671,11907,20200203,2020-W06,Paid,2,Z,Yes,D,S,79,17,0,
2677,10745,20200201,2020-W06,Paid,3,Z,Yes,F,D,48,1,0,
2680,9847,20200203,2020-W06,Paid,11,W,Yes,B,F3,4,0,0,
2693,14676,20200201,2020-W06,Paid,1,Z,Yes,F,F2,13,10,0,
2696,5088,20200203,2020-W06,Paid,1,Z,Yes,E,O,11,0,0,
2706,12439,20200202,2020-W06,Paid,5,Z,Yes,F,F2,105,25,0,
2709,14906,20200202,2020-W06,Paid,5,Z,No,B,D,101,4,0,
2712,14326,20200203,2020-W06,Paid,1,Z,Yes,F,H,4,0,0,
2715,15708,20200203,2020-W06,Paid,5,W,Yes,D,P,118,26,2,
2717,19455,20200202,2020-W06,Paid,4,X,Yes,G,F2,12,0,0,3.40
2725,19858,20200203,2020-W06,Paid,164,W,No,D,F2,1,0,0,
2729,18287,20200201,2020-W06,Paid,15,Z,Yes,F,I,2,0,0,
2737,13170,20200201,2020-W06,Paid,1,W,Yes,B,F1,26,1,0,
2741,6208,20200202,2020-W06,Paid,6,Z,No,D,F2,8,7,0,4.00
2747,11311,20200202,2020-W06,Paid,2,W,Yes,F,F2,5,2,1,
2748,9704,20200201,2020-W06,Paid,12,Z,Yes,F,F1,21,17,1,3.77
2752,6273,20200202,2020-W06,Paid,95,W,Yes,F,I,18,1,0,
2756,12460,20200201,2020-W06,Paid,1,X,No,B,E,21,0,0,
2766,23937,20200201,2020-W06,Paid,1,Z,Yes,E,E,54,1,1,
2770,4796,20200201,2020-W06,Paid,1,Z,Yes,F,F2,23,8,0,4.00
2771,8068,20200202,2020-W06,Paid,1,V,Yes,D,S,14,0,0,
2783,9793,20200201,2020-W06,Paid,1,Z,No,B,F3,2,0,0,
2809,13503,20200201,2020-W06,Paid,319,W,No,F,F2,5,3,1,
2829,17441,20200203,2020-W06,Paid,77,Z,No,D,D,51,5,0,
2831,4516,20200203,2020-W06,Paid,39,Z,No,B,S,9,9,1,
2835,10435,20200201,2020-W06,Paid,2,Z,Yes,B,F2,3,1,0,
2836,12977,20200203,2020-W06,Paid,5,Z,Yes,F,S,29,14,0,
2843,11004,20200202,2020-W06,Paid,5,Z,Yes,F,H,106,3,0,
2855,11908,20200201,2020-W06,Paid,4,Z,No,B,F2,59,34,0,3.40
2857,21024,20200203,2020-W06,Paid,51,W,No,F,D,12,5,0,
2862,609,20200203,2020-W06,Paid,5,W,Yes,F,D,13,0,0,
2864,16911,20200203,2020-W06,Unpaid,,W,No,D,A2,11,8,1,
2869,6478,20200201,2020-W06,Paid,1,Z,Yes,B,S,43,2,0,2.00
2871,10495,20200201,2020-W06,Paid,5,W,No,F,H,3,0,0,
2875,3979,20200201,2020-W06,Paid,5,Z,No,F,A2,57,10,0,
2885,16332,20200201,2020-W06,Cancelled,,X,Unknown,G,H,18,9,0,
2886,1718,20200203,2020-W06,Unpaid,,X,Yes,D,H,18,3,1,
2891,12539,20200202,2020-W06,Paid,1,Z,Yes,B,A2,105,14,0,
2895,15136,20200203,2020-W06,Paid,5,W,Yes,D,S,6,2,1,
2905,5360,20200201,2020-W06,Paid,5,Z,Yes,E,H,34,21,0,4.00
2906,4382,20200201,2020-W06,Paid,63,W,No,F,H,13,2,0,
2908,19278,20200201,2020-W06,Paid,15,W,Yes,E,O,98,12,0,
2909,11751,20200201,2020-W06,Paid,1,Z,Yes,B,D,43,2,0,
2922,11803,20200201,2020-W06,Paid,1,Z,Yes,E,F2,27,1,0,
2924,6404,20200202,2020-W06,Paid,4,W,Yes,D,F1,4,2,0,3.67
2925,16062,20200201,2020-W06,Paid,5,W,Yes,F,S,84,19,0,
2926,5717,20200202,2020-W06,Paid,1,X,Yes,F,D,5,0,0,3.00
2934,12341,20200203,2020-W06,Paid,1,W,Yes,F,O,2,1,0,
2935,24129,20200203,2020-W06,Paid,25,Z,Yes,E,I,3,0,0,4.00
2939,22161,20200201,2020-W06,Paid,5,Z,Yes,B,H,105,62,2,3.33
2945,3231,20200202,2020-W06,Paid,1,Z,Yes,D,O,13,0,0,3.00
2955,11741,20200202,2020-W06,Cancelled,,X,Unknown,F,A1,2,0,0,4.00
2957,3648,20200203,2020-W06,Paid,1,X,Yes,B,F2,5,0,0,
2964,10812,20200203,2020-W06,Paid,12,Z,No,B,S,9,2,0,
2967,10739,20200203,2020-W06,Paid,23,W,Yes,F,F2,12,0,0,
2969,17008,20200202,2020-W06,Paid,1,W,Yes,B,S,101,71,1,
2978,7169,20200203,2020-W06,Paid,5,Z,No,E,O,16,0,0,
2980,23115,20200202,2020-W06,Paid,2,Z,Yes,F,D,83,46,0,
2983,8536,20200201,2020-W06,Paid,1,Z,Yes,B,H,9,0,0,
2984,13759,20200203,2020-W06,Paid,5,W,No,D,F1,42,1,0,
2987,18060,20200202,2020-W06,Paid,5,W,No,F,A2,31,0,0,
2994,933,20200201,2020-W06,Paid,128,Z,Yes,D,F2,2,1,1,
2997,5452,20200201,2020-W06,Paid,317,Z,Yes,A,O,1,0,0,
2998,3463,20200201,2020-W06,Paid,1,W,Yes,E,F2,5,1,0,
3003,18399,20200201,2020-W06,Paid,1,Z,Yes,E,D,21,2,0,4.00
3004,14939,20200203,2020-W06,Paid,5,Z,Yes,D,D,56,10,0,3.83
3005,20164,20200202,2020-W06,Paid,5,Z,Yes,D,H,49,12,0,3.67
3007,13193,20200201,2020-W06,Paid,1,Z,No,E,S,4,0,0,
3012,10329,20200203,2020-W06,Paid,2,W,Yes,F,H,1,0,0,
3013,17940,20200201,2020-W06,Paid,1,Z,Yes,F,O,17,11,0,
3017,15774,20200201,2020-W06,Paid,5,Z,Yes,F,H,69,27,0,
3034,17205,20200203,2020-W06,Paid,2,Z,No,F,F2,17,2,0,
3042,20105,20200201,2020-W06,Unpaid,,Z,Yes,D,F1,1,0,0,
3045,3187,20200203,2020-W06,Paid,5,Z,Yes,B,F2,34,8,0,3.35
3046,7472,20200203,2020-W06,Paid,5,Z,Yes,F,F2,107,41,0,
3051,6370,20200201,2020-W06,Paid,5,Z,No,B,A2,104,4,0,
3058,12371,20200202,2020-W06,Paid,1,W,Yes,D,F2,1,1,0,
3059,15575,20200203,2020-W06,Paid,5,Z,Yes,B,O,18,2,0,4.00
3060,18255,20200201,2020-W06,Paid,1,Z,Yes,F,A2,27,2,2,
3063,8532,20200202,2020-W06,Unpaid,,W,No,F,F2,1,0,0,
3067,10801,20200203,2020-W06,Paid,46,Z,Yes,C,H,100,50,0,
3070,5183,20200203,2020-W06,Paid,15,Z,No,B,P,71,15,1,
3072,2827,20200203,2020-W06,Paid,19,X,No,D,A2,52,0,0,
3078,13249,20200203,2020-W06,Paid,5,W,Yes,B,P,34,1,0,
3082,4678,20200202,2020-W06,Paid,0,W,Yes,F,D,2,1,0,4.00
3087,10516,20200201,2020-W06,Paid,47,W,Yes,C,O,96,38,1,3.25
3109,6075,20200202,2020-W06,Paid,225,Z,Yes,C,F2,4,0,0,
3114,8347,20200201,2020-W06,Paid,1,Z,Yes,D,I,5,1,0,2.67
3117,8243,20200202,2020-W06,Paid,5,Z,No,F,I,11,0,0,
3126,14186,20200202,2020-W06,Paid,1,W,Yes,B,F2,4,0,0,
3130,8995,20200201,2020-W06,Other,,Y,Unknown,B,D,5,1,0,
3131,1416,20200203,2020-W06,Paid,1,Z,Yes,D,H,6,0,0,
3137,11213,20200202,2020-W06,Paid,1,W,Yes,G,E,74,10,1,
3141,11274,20200201,2020-W06,Paid,6,W,Yes,F,F2,95,0,0,
3143,7803,20200202,2020-W06,Paid,1,Z,Yes,D,F2,6,3,0,
3158,13022,20200203,2020-W06,Paid,560,V,No,D,D,54,0,0,
3161,12196,20200203,2020-W06,Paid,4,Z,Yes,D,I,41,1,0,3.00
3170,8978,20200202,2020-W06,Paid,5,Z,Yes,B,O,34,1,0,
3173,16805,20200201,2020-W06,Paid,2,Z,Yes,B,F2,27,0,0,
3175,1713,20200201,2020-W06,Paid,5,W,Yes,B,F1,52,17,0,
3177,7418,20200202,2020-W06,Cancelled,,X,Unknown,D,F1,1,0,0,
3183,13415,20200201,2020-W06,Paid,3,Z,No,G,S,13,4,0,
3184,6058,20200203,2020-W06,Paid,40,W,Yes,D,F2,1,0,0,
3185,3944,20200201,2020-W06,Paid,2,X,Yes,D,F2,1,0,0,
3190,12348,20200202,2020-W06,Paid,125,W,Yes,F,F1,7,1,0,
3193,21200,20200201,2020-W06,Paid,1,W,Yes,E,F3,6,0,0,
3202,19054,20200201,2020-W06,Paid,5,W,Yes,B,A1,6,5,0,
3203,20210,20200202,2020-W06,Paid,1,W,No,G,H,6,1,0,
3208,24639,20200201,2020-W06,Paid,2,W,Yes,B,D,73,19,3,
3209,19677,20200203,2020-W06,Paid,114,W,No,B,D,1,0,0,
3220,3354,20200203,2020-W06,Paid,2,W,Yes,D,F2,3,2,0,
3224,9341,20200202,2020-W06,Paid,9,W,Yes,B,H,11,3,0,3.60
3232,13990,20200203,2020-W06,Paid,118,X,Yes,D,F1,40,1,0,
3234,20102,20200201,2020-W06,Paid,350,X,No,D,S,2,0,0,
3238,22030,20200201,2020-W06,Unpaid,,W,Yes,E,H,2,1,0,
3244,8429,20200203,2020-W06,Other,,Y,Unknown,F,F1,4,3,0,
3251,12029,20200202,2020-W06,Paid,5,W,Yes,E,S,3,3,0,3.45
3268,18691,20200201,2020-W06,Paid,3,Z,No,D,F1,29,3,0,
3269,6329,20200203,2020-W06,Paid,1,W,Yes,E,S,3,0,0,
3272,8778,20200202,2020-W06,Paid,2,Z,Yes,D,F2,2,1,0,
3273,9363,20200201,2020-W06,Paid,5,W,Yes,D,F2,63,28,0,
3278,16490,20200201,2020-W06,Paid,116,Z,Yes,B,F1,21,0,0,3.65
3284,17016,20200203,2020-W06,Paid,1,X,Yes,G,O,1,0,0,
3297,2958,20200203,2020-W06,Paid,32,Z,No,D,P,23,8,1,
3298,12482,20200201,2020-W06,Paid,5,Z,No,D,I,3,2,0,
3300,21043,20200201,2020-W06,Paid,2,W,Yes,D,H,9,3,0,
3301,10234,20200202,2020-W06,Paid,1,W,Yes,E,F2,3,0,0,
3304,10261,20200201,2020-W06,Paid,5,W,Yes,G,F2,18,10,0,
3305,142,20200201,2020-W06,Paid,1,W,Yes,G,O,12,0,0,3.67
3323,9133,20200202,2020-W06,Paid,5,W,Yes,F,F1,103,12,0,2.93
3346,12563,20200201,2020-W06,Other,15,W,No,B,A1,2,1,0,
3347,20887,20200203,2020-W06,Paid,31,Z,No,F,F1,3,0,0,4.00
3351,968,20200203,2020-W06,Paid,1,W,Yes,B,D,6,0,0,
3353,998,20200201,2020-W06,Paid,1,X,Yes,B,O,3,0,0,4.00
3357,17100,20200201,2020-W06,Paid,2,Z,Yes,F,I,28,6,0,
3363,18935,20200203,2020-W06,Paid,7,V,Yes,F,H,10,1,0,
3364,5696,20200201,2020-W06,Paid,5,Z,Yes,D,O,14,1,0,
3367,5116,20200203,2020-W06,Paid,3,W,Yes,G,O,32,0,0,2.78
3371,14268,20200201,2020-W06,Paid,5,Z,Yes,F,H,50,23,0,
3381,10922,20200201,2020-W06,Paid,22,Z,Yes,D,F2,11,8,0,3.67
3382,17481,20200203,2020-W06,Paid,77,Z,No,G,O,58,31,0,
3383,7216,20200203,2020-W06,Paid,5,W,Yes,G,O,90,8,0,3.00
3393,15557,20200203,2020-W06,Paid,4,Z,No,B,D,55,7,0,
3395,14973,20200202,2020-W06,Unpaid,,Z,No,F,F1,5,2,0,
3396,22082,20200203,2020-W06,Unpaid,,W,No,D,E,1,0,0,
3399,584,20200202,2020-W06,Paid,5,Z,Yes,F,P,23,6,0,3.80
3400,23892,20200201,2020-W06,Paid,5,Z,Yes,D,F2,2,0,0,
3407,15472,20200201,2020-W06,Paid,1,Z,No,B,O,93,49,1,3.20
3414,13625,20200201,2020-W06,Paid,3,X,Yes,F,F1,10,3,0,
3421,13119,20200201,2020-W06,Paid,5,W,Yes,E,F2,11,1,0,
3422,24561,20200201,2020-W06,Paid,2,Z,Yes,B,S,7,0,0,
3425,6654,20200202,2020-W06,Paid,2,Z,Yes,D,F1,19,0,0,
3432,13724,20200202,2020-W06,Paid,19,Z,Yes,F,F1,1,0,0,
3436,22628,20200202,2020-W06,Paid,1,Z,No,G,F2,12,2,0,
3449,19515,20200203,2020-W06,Paid,15,Z,Yes,F,S,42,10,0,3.00
3452,5051,20200202,2020-W06,Paid,22,V,Yes,B,F3,79,1,0,
3454,20112,20200201,2020-W06,Paid,5,Z,No,F,F1,8,1,0,
3469,5697,20200203,2020-W06,Paid,5,W,Yes,G,F1,26,8,0,
3471,8999,20200203,2020-W06,Paid,5,Z,Yes,D,F2,106,5,0,4.00
3474,3348,20200203,2020-W06,Paid,5,Z,Yes,F,H,99,25,0,3.44
3482,24512,20200202,2020-W06,Paid,2,Z,Yes,F,S,38,8,0,
3490,21180,20200203,2020-W06,Paid,2,Z,Yes,D,S,51,2,0,
3491,15787,20200201,2020-W06,Paid,16,Z,Yes,B,E,22,7,0,4.00
